source	predicate	relation	attributeName	attributeValue	biolinkPredicate	inversePredicate	qualifiedPredicate	qualifier_1	qualifier_2	qualifier_3	qualifier_4
Pharos	affects		action_type	GATING INHIBITOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:gating_inhibition	
Pharos	affects		action_type	BLOCKER	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:molecular_channel_blockage	
Pharos	affects		action_type	NEGATIVE ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:negative_allosteric_modulation	
Pharos	affects		action_type	ANTIBODY BINDING	biolink:directly_physically_interacts_with	biolink:directly_physically_interacts_with		subject_aspect_qualifier:antibody			
Pharos	affects		action_type	BINDING AGENT	biolink:binds	biolink:binds		subject_aspect_qualifier:binding_agent			
Pharos	affects		action_type	SUBSTRATE	biolink:is_substrate_of	biolink:has_substrate					
Pharos	affects		action_type	ACTIVATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
Pharos	affects		action_type	POSITIVE MODULATOR	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:positive_modulation	
Pharos	affects		action_type	MODULATOR	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:modulation		
Pharos	affects		action_type	ALLOSTERIC MODULATOR	biolink:affects	biolink:affected_by		object_aspect_qualifier:activity	causal_mechanism_qualifier:allosteric_modulation		
Pharos	affects				biolink:affects	biolink:affected_by					
ProbeMiner	biolink:related_to				biolink:related_to	biolink:related_to					
ProbeMiner	related_to				biolink:related_to	biolink:related_to					
Repurposing	biolink:affects		FEATURE_ACTION	affects	biolink:affects	biolink:affected_by					
Repurposing	biolink:ameliorates		FEATURE_ACTION	agent for	biolink:ameliorates	biolink:ameliorates		context_qualifier:agent_for			
Repurposing	biolink:ameliorates		FEATURE_ACTION	aid for	biolink:ameliorates	biolink:ameliorates		context_qualifier:aid_for			
Repurposing	biolink:related_to		FEATURE_ACTION	control for	biolink:related_to	biolink:related_to		context_qualifier:control_for			
Repurposing	biolink:related_to		FEATURE_ACTION	diagnostic for	biolink:related_to	biolink:related_to		context_qualifier:diagnostic_for			
Repurposing	biolink:treats		FEATURE_ACTION	indication for	biolink:treats	biolink:treated_by					
Repurposing	biolink:ameliorates		FEATURE_ACTION	reversal for	biolink:ameliorates	biolink:ameliorates		context_qualifier:reversal_for			
Repurposing	biolink:ameliorates		FEATURE_ACTION	support for	biolink:ameliorates	biolink:ameliorates		context_qualifier:support_for			
Repurposing	affects		FEATURE_ACTION	affects	biolink:affects	biolink:affected_by					
Repurposing	affects		FEATURE_ACTION	indication for	biolink:treats	biolink:treated_by					
Repurposing	affects		FEATURE_ACTION	reversal for	biolink:ameliorates	biolink:ameliorates		context_qualifier:reversal_for			
Repurposing	affects		FEATURE_ACTION	diagnostic for	biolink:related_to	biolink:related_to		context_qualifier:diagnostic_for			
Repurposing	affects		FEATURE_ACTION	control for	biolink:related_to	biolink:related_to		context_qualifier:control_for			
Repurposing	affects		FEATURE_ACTION	agent for	biolink:ameliorates	biolink:ameliorates		context_qualifier:agent_for			
Repurposing	affects		FEATURE_ACTION	support for	biolink:ameliorates	biolink:ameliorates		context_qualifier:support_for			
Repurposing	affects		FEATURE_ACTION	aid for	biolink:ameliorates	biolink:ameliorates		context_qualifier:aid_for			
Repurposing	affects				biolink:affects	biolink:affected_by					
RxNorm	biolink:is_active_ingredient_of				biolink:is_active_ingredient_of	biolink:has_active_ingredient					
RxNorm	biolink:part_of				biolink:part_of	biolink:has_part					
RxNorm	related_to		rela	form_of	biolink:part_of	biolink:has_part					
RxNorm	related_to		rela	has_dose_form	biolink:has_part	biolink:part_of					
RxNorm	related_to		rela	has_form	biolink:has_part	biolink:part_of					
RxNorm	related_to		rela	has_ingredient	biolink:has_active_ingredient	biolink:is_active_ingredient_of					
RxNorm	related_to		rela	has_part	biolink:has_part	biolink:part_of					
RxNorm	related_to		rela	has_precise_ingredient	biolink:has_active_ingredient	biolink:is_active_ingredient_of					
RxNorm	related_to		rela	ingredient_of	biolink:is_active_ingredient_of	biolink:has_active_ingredient					
RxNorm	related_to		rela	ingredients_of	biolink:is_active_ingredient_of	biolink:has_active_ingredient					
RxNorm	related_to		rela	inverse_isa	biolink:same_as	biolink:same_as					
RxNorm	related_to		rela	isa	biolink:same_as	biolink:same_as					
RxNorm	related_to		rela	part_of	biolink:part_of	biolink:has_part					
RxNorm	related_to		rela	precise_ingredient_of	biolink:is_active_ingredient_of	biolink:has_active_ingredient					
RxNorm	related_to				biolink:related_to	biolink:related_to					
RxNorm	biolink:has_active_ingredient				biolink:has_active_ingredient	biolink:is_active_ingredient_of					
RxNorm	biolink:has_part				biolink:has_part	biolink:part_of					
SIDER	biolink:treats				biolink:treats	biolink:treated_by					
SIDER	biolink:has_side_effect				biolink:has_side_effect	biolink:is_side_effect_of					
SIDER	biolink:is_side_effect_of				biolink:is_side_effect_of	biolink:has_side_effect					
SIDER	treats				biolink:treats	biolink:treated_by					
SIDER	has_side_effect				biolink:has_side_effect	biolink:is_side_effect_of					
STITCH	biolink:affects		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:affects_expression_of		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:decreases_activity_of		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:increases_activity_of		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:interacts_with		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:physically_interacts_with		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:affects		mode	reaction	biolink:affects	biolink:affected_by		object_aspect_qualifier:reaction			
STITCH	biolink:affects_expression_of		mode	reaction	biolink:affects	biolink:affected_by		object_aspect_qualifier:reaction			
STITCH	biolink:physically_interacts_with		mode	reaction	biolink:affects	biolink:affected_by		object_aspect_qualifier:reaction			
STITCH	biolink:affects		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:affects_expression_of		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:decreases_activity_of		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:increases_activity_of		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:interacts_with		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:physically_interacts_with		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:affects		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:affects_expression_of		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:decreases_activity_of		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:increases_activity_of		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:interacts_with		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:physically_interacts_with		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:affects		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:affects_expression_of		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:decreases_activity_of		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:increases_activity_of		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:interacts_with		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:physically_interacts_with		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	biolink:affects		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:affects_expression_of		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:decreases_activity_of		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:increases_activity_of		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:interacts_with		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:physically_interacts_with		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:affects		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:affects_expression_of		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:decreases_activity_of		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:increases_activity_of		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:interacts_with		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:physically_interacts_with		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:activity_increased_by		mode	activation	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:expression_affected_by		mode	activation	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:affected_by		mode	activation	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:activity_decreased_by		mode	activation	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	biolink:affected_by		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:activity_increased_by		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:activity_decreased_by		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:expression_affected_by		mode	binding	biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:affected_by		mode	catalysis	biolink:affected_by	biolink:affects		subject_aspect_qualifier:catalysis			
STITCH	biolink:activity_increased_by		mode	catalysis	biolink:affected_by	biolink:affects		subject_aspect_qualifier:catalysis			
STITCH	biolink:activity_decreased_by		mode	catalysis	biolink:affected_by	biolink:affects		subject_aspect_qualifier:catalysis			
STITCH	biolink:expression_affected_by		mode	catalysis	biolink:affected_by	biolink:affects		subject_aspect_qualifier:catalysis			
STITCH	biolink:expression_affected_by		mode	expression	biolink:affected_by	biolink:affects		subject_aspect_qualifier:expression			
STITCH	biolink:affected_by		mode	expression	biolink:affected_by	biolink:affects		subject_aspect_qualifier:expression			
STITCH	biolink:activity_increased_by		mode	expression	biolink:affected_by	biolink:affects		subject_aspect_qualifier:expression			
STITCH	biolink:activity_decreased_by		mode	expression	biolink:affected_by	biolink:affects		subject_aspect_qualifier:expression			
STITCH	biolink:activity_decreased_by		mode	inhibition	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:expression_affected_by		mode	inhibition	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:activity_increased_by		mode	inhibition	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:affected_by		mode	inhibition	biolink:affected_by	biolink:affects	biolink:caused_by	subject_aspect_qualifier:activity	subject_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	biolink:activity_increased_by		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:activity_decreased_by		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:affected_by		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:expression_affected_by		mode	pred_bind	biolink:physically_interacts_with	biolink:physically_interacts_with		causal_mechanism_qualifier:predicted_binding			
STITCH	biolink:affected_by		mode	reaction	biolink:affected_by	biolink:affects		subject_aspect_qualifier:reaction			
STITCH	biolink:expression_affected_by		mode	reaction	biolink:affected_by	biolink:affects		subject_aspect_qualifier:reaction			
STITCH	biolink:physically_interacts_with				biolink:physically_interacts_with	biolink:physically_interacts_with					
STITCH	biolink:affects				biolink:affects	biolink:affected_by					
STITCH	biolink:decreases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased		
STITCH	biolink:increases_activity_of				biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased		
STITCH	biolink:interacts_with				biolink:interacts_with	biolink:interacts_with					
STITCH	biolink:affects_expression_of				biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	biolink:related_to				biolink:related_to	biolink:related_to					
STITCH	related_to		mode	expression	biolink:affects	biolink:affected_by		object_aspect_qualifier:expression			
STITCH	related_to		mode	binding	biolink:binds	biolink:binds					
STITCH	related_to		mode	pred_bind	biolink:binds	biolink:binds		causal_mechanism_qualifier:predicted_binding			
STITCH	related_to		mode	reaction	biolink:affects	biolink:affected_by		object_aspect_qualifier:reaction			
STITCH	related_to		mode	catalysis	biolink:affects	biolink:affected_by		object_aspect_qualifier:catalysis			
STITCH	related_to		mode	inhibition	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:decreased	causal_mechanism_qualifier:inhibition	
STITCH	related_to		mode	activation	biolink:affects	biolink:affected_by	biolink:causes	object_aspect_qualifier:activity	object_direction_qualifier:increased	causal_mechanism_qualifier:activation	
STITCH	related_to				biolink:related_to	biolink:related_to					
STITCH	interacts_with				biolink:interacts_with	biolink:interacts_with					
STITCH	biolink:expression_affected_by				biolink:affected_by	biolink:affects		subject_aspect_qualifier:expression			
STRING	related_to				biolink:related_to	biolink:related_to					
UniProt	gene_product_of				biolink:gene_product_of	biolink:has_gene_product					
UniProt	has_gene_product				biolink:has_gene_product	biolink:gene_product_of					
